,group,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,fixed+random,variance,target
0,0.0,1.3292121726491863,-0.770033452004849,-0.31628035962142975,-0.990810386640961,-1.0708162556202396,-1.4387132798348028,0.5644168515196336,0.29572188762233814,-1.626404233310685,0.21956519874807617,0.6788047990250634,1.8892727314152815,0.9615383986783163,0.10401119568373923,-0.481165317281003,0.8502285312282443,1.4534246664060821,1.0577374355811098,0.16556160715827276,0.3,22.10439341109401
1,0.0,0.515018378039662,-1.3369356857829062,0.5628611367075439,1.39285482506846,-0.06332798345060607,0.12166836153455808,1.2076025381991033,-0.0020402149102765046,1.627795744482153,0.35449278572224,1.0375276327263334,-0.3856835127679468,0.5198180007843201,1.6865828874516027,-1.325963145762744,1.4289837002109638,-2.0893542774693676,-0.12981993743229778,0.6315229493643316,0.3,26.15653174653828
2,0.0,-0.5865380642949874,0.2907200809776823,1.26410336557194,0.2900347818773773,-1.9702884973366135,0.8039058889400287,1.0305503339533908,0.1180979357631569,-0.021853327333316703,0.04684071386280813,-1.6287528591260565,-0.39236059048325256,1.700972705419218,1.0613297552347802,0.6958035738954939,-0.43598857024414683,-0.33294162030163627,0.6021345633584534,0.10878895891483167,0.3,11.365967742261088
3,0.0,0.036766928625713895,-0.5389634065956826,0.4991778873262745,-0.7119517569571985,-0.23700096927712042,0.857119235257308,-1.8823518964968178,0.42070508619052177,-1.069175336827687,-2.576858800271579,-1.2249234418178248,-1.1567518598600657,0.9313042708762043,0.9842571478712101,2.2261593700434013,-0.41850391497513095,-0.33377767276877235,-0.14742686894281498,1.5613076713626561,0.3,-12.797421474635305
4,0.0,0.6847099963471631,0.029462365129886883,-0.8524749203932612,1.9814171662343933,-1.6301986313778172,-0.23503432416242362,-0.16407126086052917,0.6584796131542117,-1.3078921186266441,1.3537850387484707,-0.12852265103175678,-0.9732791888993763,-0.6944487837507205,-0.04884146735290911,-0.5796082606800935,0.8711061136342935,-0.9703202596484369,0.42335944188313107,1.974244501922195,0.3,14.837389697187236
5,0.0,0.30642037793450144,0.9992619316735599,0.8723360984390668,-1.867980295007724,1.2307440896499506,-0.12851477512754178,0.8417064468680868,1.1045340557176437,0.4671852029951642,0.20517992270603683,-1.2827426223310838,0.8119091064621441,0.0935025894555411,0.4756209533798616,0.990621190498841,-1.1187604185045605,0.9928570096106228,1.3892925611268192,-0.38209215983318606,0.3,13.059800000382928
6,0.0,-1.7559083026457902,2.106744765264269,0.6694890330042581,0.4913520200000967,0.007674397333291122,-0.6180050874234523,-0.6552124532387871,0.13278950399418069,0.06896136681109992,-0.35384132845206656,-0.8998350567341302,0.1500783934955144,-1.155115764212947,-1.6380878644604693,-1.4383492474637463,-1.6662407855145267,0.570318296654443,-0.7911253080511192,0.7347332565516418,0.3,-33.76872227803455
7,0.0,0.3448442650419605,1.703770908886838,0.6932106022724688,0.7407515304460516,-0.5887673774939233,-1.8177430219113697,0.6027090088763906,1.1335528606303191,-0.44158232455717217,-0.5525994277174404,-0.42676814653861583,-0.7358527148280068,1.1453024409699784,-0.17446249236541267,0.7342681216343001,0.309564637534763,-0.9054512793435847,1.8813926313024596,-0.22638932942185608,0.3,3.2001041348700454
8,0.0,-0.8052549143375961,1.4063444422586815,0.6481097059729736,-0.3648658443192202,-1.0214381714302612,-1.4910681673374948,-0.9967605335040618,0.4071632390099622,-0.9147428420502487,1.002739008380571,-0.4459069939750557,0.8262023349433257,-0.8594515626407266,0.1322099853466142,0.08047741053010074,-0.16226000890266468,-0.018717079806139843,-0.5043458709975351,-0.16982083183882923,0.3,0.8790048683259033
9,0.0,1.8426112186273857,0.22538414929643466,1.38814214083999,1.4200722622273205,0.5636049391317942,1.228245612966528,0.48369351016118173,0.032409051928869885,-0.24957800106571285,-0.6654247373644626,-0.8539997533293233,1.9373236183813483,0.010068004378462102,0.06047976249655231,0.9459527077682074,-2.8700961013955135,0.3517101159912871,0.2654896785171297,0.10571221408927205,0.3,2.5251609288856587
